ProductId,SkuId,EAN,ISBN,Brand,Category,Imageurl1,Imageurl2,Imageurl3,StockStatus,StockQuantity,PackageWeight,Language,Title,Description,AttributeColor,AttributeSize,Attribute1,Attribute2,Attribute3,Currency,NormalPriceWithoutVAT,VATRate
CHZ065,CHZ065R3WM6,7.96E+11,,HomeMiYN,Hardware > Building Materials > Flooring & Carpet,http://picture.irobotbox.com/public/1399/ProductImages/upload/product/1399/322/1435322/9f9e725f-c57f-4d52-b968-339e02dce45d.jpg,,,INSTOCK,100,2848,en,HomeMiYN Simple Nordic Geometric Round Rug Home Carpet,"The main component of the fabric: polyester fiber (polyester) The main component content of the fabric is 100%
Shape: round
Applicable scene: home
Process: machine weaving
Pattern: Geometry
Applicable space: living room
Blanket category: carpet
Size: diameter 180CM
Features:
What you need is not only a non-slip, water-absorbent, non-linting, color-fast, dirt-resistant, wear-resistant, and easy-to-clean ordinary carpet. It is also a healthy carpet that is healthy, environmentally friendly, comfortable, beautiful, low-key and restrained! No odor, water absorption, wear resistance
product details:
1. Fine edge-locking process, artificial edge-locking by professional masters, each needle and each thread are closely connected, and strict edging ensures the quality of the carpet and longer life
2. The thickness of the carpet is upgraded. The thickness is about 7MM, and the thickness is fine and thick, which effectively relieves the pressure on the foot...",Dark Red,180cm,,,,CNY,374.39,0
CHZ065,CHZ065M2WM6,7.95803E+11,,HomeMiYN,Hardware > Building Materials > Flooring & Carpet,http://picture.irobotbox.com/public/1399/ProductImages/upload/product/1399/370/1435370/13cc165f-0b09-4d84-aafa-2835a88ac3e7.jpg,http://picture.irobotbox.com/public/1399/ProductImages/upload/product/1399/370/1435370/f6455c9b-ccdb-4541-82b7-a7345b897a64.jpg,,INSTOCK,100,2848,en,HomeMiYN Simple Nordic Geometric Round Rug Home Carpet,"The main component of the fabric: polyester fiber (polyester) The main component content of the fabric is 100%
Shape: round
Applicable scene: home
Process: machine weaving
Pattern: Geometry
Applicable space: living room
Blanket category: carpet
Size: diameter 180CM
Features:
What you need is not only a non-slip, water-absorbent, non-linting, color-fast, dirt-resistant, wear-resistant, and easy-to-clean ordinary carpet. It is also a healthy carpet that is healthy, environmentally friendly, comfortable, beautiful, low-key and restrained! No odor, water absorption, wear resistance
product details:
1. Fine edge-locking process, artificial edge-locking by professional masters, each needle and each thread are closely connected, and strict edging ensures the quality of the carpet and longer life
2. The thickness of the carpet is upgraded. The thickness is about 7MM, and the thickness is fine and thick, which effectively relieves the pressure on the foot...",Black,180cm,,,,CNY,374.39,0
CHZ065,CHZ065M6WM6,7.95803E+11,,HomeMiYN,Hardware > Building Materials > Flooring & Carpet,http://picture.irobotbox.com/public/1399/ProductImages/upload/product/1399/346/1435346/757ef69d-6341-4294-b35a-1753831f5c13.jpg,,,INSTOCK,100,2848,en,HomeMiYN Simple Nordic Geometric Round Rug Home Carpet,"The main component of the fabric: polyester fiber (polyester) The main component content of the fabric is 100%
Shape: round
Applicable scene: home
Process: machine weaving
Pattern: Geometry
Applicable space: living room
Blanket category: carpet
Size: diameter 180CM
Features:
What you need is not only a non-slip, water-absorbent, non-linting, color-fast, dirt-resistant, wear-resistant, and easy-to-clean ordinary carpet. It is also a healthy carpet that is healthy, environmentally friendly, comfortable, beautiful, low-key and restrained! No odor, water absorption, wear resistance
product details:
1. Fine edge-locking process, artificial edge-locking by professional masters, each needle and each thread are closely connected, and strict edging ensures the quality of the carpet and longer life
2. The thickness of the carpet is upgraded. The thickness is about 7MM, and the thickness is fine and thick, which effectively relieves the pressure on the foot...",Red/Blue,180cm,,,,CNY,374.39,0
CHZ065,CHZ065M3WM6,7.96E+11,,HomeMiYN,Hardware > Building Materials > Flooring & Carpet,http://picture.irobotbox.com/public/1399/ProductImages/upload/product/1399/364/1435364/6baa0dde-6cf4-4691-b588-72068a9bb6b0.jpg,http://picture.irobotbox.com/public/1399/ProductImages/upload/product/1399/364/1435364/0fed0b4d-9b97-4b39-b216-1eb979a17ddf.jpg,,INSTOCK,100,2848,en,HomeMiYN Simple Nordic Geometric Round Rug Home Carpet,"The main component of the fabric: polyester fiber (polyester) The main component content of the fabric is 100%
Shape: round
Applicable scene: home
Process: machine weaving
Pattern: Geometry
Applicable space: living room
Blanket category: carpet
Size: diameter 180CM
Features:
What you need is not only a non-slip, water-absorbent, non-linting, color-fast, dirt-resistant, wear-resistant, and easy-to-clean ordinary carpet. It is also a healthy carpet that is healthy, environmentally friendly, comfortable, beautiful, low-key and restrained! No odor, water absorption, wear resistance
product details:
1. Fine edge-locking process, artificial edge-locking by professional masters, each needle and each thread are closely connected, and strict edging ensures the quality of the carpet and longer life
2. The thickness of the carpet is upgraded. The thickness is about 7MM, and the thickness is fine and thick, which effectively relieves the pressure on the foot...",Grey,180cm,,,,CNY,374.39,0
CHZ065,CHZ065M5WM6,7.96E+11,,HomeMiYN,,http://picture.irobotbox.com/public/1399/ProductImages/upload/product/1399/352/1435352/0d8fcf8b-d868-4a19-a37f-f1faf89368f1.jpg,,,INSTOCK,100,2848,en,HomeMiYN Simple Nordic Geometric Round Rug Home Carpet,"The main component of the fabric: polyester fiber (polyester) The main component content of the fabric is 100%
Shape: round
Applicable scene: home
Process: machine weaving
Pattern: Geometry
Applicable space: living room
Blanket category: carpet
Size: diameter 180CM
Features:
What you need is not only a non-slip, water-absorbent, non-linting, color-fast, dirt-resistant, wear-resistant, and easy-to-clean ordinary carpet. It is also a healthy carpet that is healthy, environmentally friendly, comfortable, beautiful, low-key and restrained! No odor, water absorption, wear resistance
product details:
1. Fine edge-locking process, artificial edge-locking by professional masters, each needle and each thread are closely connected, and strict edging ensures the quality of the carpet and longer life
2. The thickness of the carpet is upgraded. The thickness is about 7MM, and the thickness is fine and thick, which effectively relieves the pressure on the foot...",Blue,180cm,,,,CNY,374.39,0
CHZ065,CHZ065M7WM6,7.96E+11,,HomeMiYN,Hardware > Building Materials > Flooring & Carpet,http://picture.irobotbox.com/public/1399/ProductImages/upload/product/1399/340/1435340/ced93a85-fe8a-46f6-bc91-18cffd490873.jpg,,,INSTOCK,100,2848,en,HomeMiYN Simple Nordic Geometric Round Rug Home Carpet,"The main component of the fabric: polyester fiber (polyester) The main component content of the fabric is 100%
Shape: round
Applicable scene: home
Process: machine weaving
Pattern: Geometry
Applicable space: living room
Blanket category: carpet
Size: diameter 180CM
Features:
What you need is not only a non-slip, water-absorbent, non-linting, color-fast, dirt-resistant, wear-resistant, and easy-to-clean ordinary carpet. It is also a healthy carpet that is healthy, environmentally friendly, comfortable, beautiful, low-key and restrained! No odor, water absorption, wear resistance
product details:
1. Fine edge-locking process, artificial edge-locking by professional masters, each needle and each thread are closely connected, and strict edging ensures the quality of the carpet and longer life
2. The thickness of the carpet is upgraded. The thickness is about 7MM, and the thickness is fine and thick, which effectively relieves the pressure on the foot...",Yellow,180cm,,,,CNY,374.39,0
CHZ065,CHZ065M4WM6,7.96E+11,,HomeMiYN,Hardware > Building Materials > Flooring & Carpet,http://picture.irobotbox.com/public/1399/ProductImages/upload/product/1399/358/1435358/7fe00f63-6943-4927-8a30-e586d99ebf62.jpg,,,INSTOCK,100,2848,en,HomeMiYN Simple Nordic Geometric Round Rug Home Carpet,"The main component of the fabric: polyester fiber (polyester) The main component content of the fabric is 100%
Shape: round
Applicable scene: home
Process: machine weaving
Pattern: Geometry
Applicable space: living room
Blanket category: carpet
Size: diameter 180CM
Features:
What you need is not only a non-slip, water-absorbent, non-linting, color-fast, dirt-resistant, wear-resistant, and easy-to-clean ordinary carpet. It is also a healthy carpet that is healthy, environmentally friendly, comfortable, beautiful, low-key and restrained! No odor, water absorption, wear resistance
product details:
1. Fine edge-locking process, artificial edge-locking by professional masters, each needle and each thread are closely connected, and strict edging ensures the quality of the carpet and longer life
2. The thickness of the carpet is upgraded. The thickness is about 7MM, and the thickness is fine and thick, which effectively relieves the pressure on the foot...",Grey/White,180cm,,,,CNY,374.39,0
CHZ065,CHZ065M8WM6,7.96E+11,,HomeMiYN,Hardware > Building Materials > Flooring & Carpet,http://picture.irobotbox.com/public/1399/ProductImages/upload/product/1399/334/1435334/e85465de-480a-4b9c-921e-771530e9aa0c.jpg,,,INSTOCK,100,2848,en,HomeMiYN Simple Nordic Geometric Round Rug Home Carpet,"The main component of the fabric: polyester fiber (polyester) The main component content of the fabric is 100%
Shape: round
Applicable scene: home
Process: machine weaving
Pattern: Geometry
Applicable space: living room
Blanket category: carpet
Size: diameter 180CM
Features:
What you need is not only a non-slip, water-absorbent, non-linting, color-fast, dirt-resistant, wear-resistant, and easy-to-clean ordinary carpet. It is also a healthy carpet that is healthy, environmentally friendly, comfortable, beautiful, low-key and restrained! No odor, water absorption, wear resistance
product details:
1. Fine edge-locking process, artificial edge-locking by professional masters, each needle and each thread are closely connected, and strict edging ensures the quality of the carpet and longer life
2. The thickness of the carpet is upgraded. The thickness is about 7MM, and the thickness is fine and thick, which effectively relieves the pressure on the foot...",Black/White,180cm,,,,CNY,374.39,0
CHZ065,CHZ065M9WM6,7.96E+11,,HomeMiYN,Hardware > Building Materials > Flooring & Carpet,http://picture.irobotbox.com/public/1399/ProductImages/upload/product/1399/328/1435328/edb04cee-6347-4ea8-b5ad-5bafdde5fa77.jpg,,,INSTOCK,100,2848,en,HomeMiYN Simple Nordic Geometric Round Rug Home Carpet,"The main component of the fabric: polyester fiber (polyester) The main component content of the fabric is 100%
Shape: round
Applicable scene: home
Process: machine weaving
Pattern: Geometry
Applicable space: living room
Blanket category: carpet
Size: diameter 180CM
Features:
What you need is not only a non-slip, water-absorbent, non-linting, color-fast, dirt-resistant, wear-resistant, and easy-to-clean ordinary carpet. It is also a healthy carpet that is healthy, environmentally friendly, comfortable, beautiful, low-key and restrained! No odor, water absorption, wear resistance
product details:
1. Fine edge-locking process, artificial edge-locking by professional masters, each needle and each thread are closely connected, and strict edging ensures the quality of the carpet and longer life
2. The thickness of the carpet is upgraded. The thickness is about 7MM, and the thickness is fine and thick, which effectively relieves the pressure on the foot...",Brown,180cm,,,,CNY,374.39,0
CHZ065,CHZ065M1WM6,7.96E+11,,HomeMiYN,Hardware > Building Materials > Flooring & Carpet,http://picture.irobotbox.com/public/1399/ProductImages/upload/product/1399/376/1435376/200dd6d4-407a-4666-b8af-af0938eb5912.jpg,,,INSTOCK,100,2848,en,HomeMiYN Simple Nordic Geometric Round Rug Home Carpet,"The main component of the fabric: polyester fiber (polyester) The main component content of the fabric is 100%
Shape: round
Applicable scene: home
Process: machine weaving
Pattern: Geometry
Applicable space: living room
Blanket category: carpet
Size: diameter 180CM
Features:
What you need is not only a non-slip, water-absorbent, non-linting, color-fast, dirt-resistant, wear-resistant, and easy-to-clean ordinary carpet. It is also a healthy carpet that is healthy, environmentally friendly, comfortable, beautiful, low-key and restrained! No odor, water absorption, wear resistance
product details:
1. Fine edge-locking process, artificial edge-locking by professional masters, each needle and each thread are closely connected, and strict edging ensures the quality of the carpet and longer life
2. The thickness of the carpet is upgraded. The thickness is about 7MM, and the thickness is fine and thick, which effectively relieves the pressure on the foot...",Multicolor,180cm,,,,CNY,374.39,0
CHE769,CHE769M3WM1-Z2,7.96E+11,,HomeMiYN,Home & Garden > Decor > Chair & Sofa Cushions,http://picture.irobotbox.com/public/1399/ProductImages/1984107/2019/09/03/a3bd2520f42540a689a86e492bf35843/4ea3c691-193c-4cb8-adec-86af13632d05.jpg,http://picture.irobotbox.com/public/1399/ProductImages/1984107/2019/09/30/13cff244271946e2b5073955b30377fc/b8198840-973d-4904-8490-f08e04584539.jpg,http://picture.irobotbox.com/public/1399/ProductImages/1984107/2019/09/30/4b650c2f52ce4699bbeca69a139d5056/8f3dc1df-73c7-4ed8-949b-78c34cdc5a42.jpg,INSTOCK,100,680,en,HomeMiYN Round Cotton Linen Nine Nail Printed Cushion,"Product category: Chair cushion
Style: modern and simple
Filling content: 100%
Height 8cm

Product function: Appropriately improve comfort, soft and comfortable, buffer hip pressure, effectively shape hips

product details:
1. High density filling, high density filling 8cm, thick and full, soft and comfortable, breathable and permeable.
2. Cotton and linen fabrics, processed and dyed in various colors, have rich colors and delicate touch.
3. Punching process, using special embroidery machine, dense stitching, nine-strand positioning, firmly lock the filling.",Multicolor,40*40cm,,,,CNY,91.19,0
CHE769,CHE769M4WM1-Z2,7.96E+11,,HomeMiYN,Home & Garden > Decor > Chair & Sofa Cushions,http://picture.irobotbox.com/public/1399/ProductImages/1984103/2019/09/03/c7af7f3e45ef49d9bf5e290f5cbd1ee9/93928439-67f4-43d3-b3e5-e2eb893e329f.jpg,http://picture.irobotbox.com/public/1399/ProductImages/1984103/2019/09/30/60cf2d4d5fb54aadbcb496c23aec8a65/8b52fc79-01d6-46b4-a12c-f7b4e7af6401.jpg,,INSTOCK,100,680,en,HomeMiYN Round Cotton Linen Nine Nail Printed Cushion,"Product category: Chair cushion
Style: modern and simple
Filling content: 100%
Height 8cm

Product function: Appropriately improve comfort, soft and comfortable, buffer hip pressure, effectively shape hips

product details:
1. High density filling, high density filling 8cm, thick and full, soft and comfortable, breathable and permeable.
2. Cotton and linen fabrics, processed and dyed in various colors, have rich colors and delicate touch.
3. Punching process, using special embroidery machine, dense stitching, nine-strand positioning, firmly lock the filling.",Dark Grey,40*40cm,,,,CNY,91.19,0
CHE769,CHE769M8WM1-Z2,7.96E+11,,HomeMiYN,Home & Garden > Decor > Chair & Sofa Cushions,http://picture.irobotbox.com/public/1399/ProductImages/1984087/2019/09/03/64bfd202d84e4f0183c5251af974ad81/0f648422-2399-40f8-8f7c-4e648a936d02.jpg,http://picture.irobotbox.com/public/1399/ProductImages/1984087/2019/09/30/970dd7e8e8e04b98a5d3f26d7c241c1b/a6ce476c-3021-4138-a0ee-db34b0497311.jpg,,INSTOCK,100,680,en,HomeMiYN Round Cotton Linen Nine Nail Printed Cushion,"Product category: Chair cushion
Style: modern and simple
Filling content: 100%
Height 8cm

Product function: Appropriately improve comfort, soft and comfortable, buffer hip pressure, effectively shape hips

product details:
1. High density filling, high density filling 8cm, thick and full, soft and comfortable, breathable and permeable.
2. Cotton and linen fabrics, processed and dyed in various colors, have rich colors and delicate touch.
3. Punching process, using special embroidery machine, dense stitching, nine-strand positioning, firmly lock the filling.",White/Blue,40*40cm,,,,CNY,91.19,0
CHE769,CHE769M5WM1-Z2,7.96E+11,,HomeMiYN,Home & Garden > Decor > Chair & Sofa Cushions,http://picture.irobotbox.com/public/1399/ProductImages/1984099/2019/09/03/359b281da9b3408daa42548fd6ee3a8f/30679476-f534-4ff0-81de-fcc7dd77d731.jpg,http://picture.irobotbox.com/public/1399/ProductImages/1984099/2019/09/30/a34ea9cb9ac74eba90cabd165d13ca57/c827e9bb-b119-4d7c-8222-464733d37bd7.jpg,,INSTOCK,100,680,en,HomeMiYN Round Cotton Linen Nine Nail Printed Cushion,"Product category: Chair cushion
Style: modern and simple
Filling content: 100%
Height 8cm

Product function: Appropriately improve comfort, soft and comfortable, buffer hip pressure, effectively shape hips

product details:
1. High density filling, high density filling 8cm, thick and full, soft and comfortable, breathable and permeable.
2. Cotton and linen fabrics, processed and dyed in various colors, have rich colors and delicate touch.
3. Punching process, using special embroidery machine, dense stitching, nine-strand positioning, firmly lock the filling.",Yellow,40*40cm,,,,CNY,91.19,0
CHE769,CHE769M2WM1-Z2,7.96E+11,,HomeMiYN,Home & Garden > Decor > Chair & Sofa Cushions,http://picture.irobotbox.com/public/1399/ProductImages/1984111/2019/09/03/4cf72f4fff074b6d850193749d34e778/bddc0c34-7450-4094-810c-5ab66c22486c.jpg,http://picture.irobotbox.com/public/1399/ProductImages/1984111/2019/09/30/1a855b8d349940a289ffa50b7e50c465/84420ad7-7df9-471a-b241-a535300e6f14.jpg,,INSTOCK,100,680,en,HomeMiYN Round Cotton Linen Nine Nail Printed Cushion,"Product category: Chair cushion
Style: modern and simple
Filling content: 100%
Height 8cm

Product function: Appropriately improve comfort, soft and comfortable, buffer hip pressure, effectively shape hips

product details:
1. High density filling, high density filling 8cm, thick and full, soft and comfortable, breathable and permeable.
2. Cotton and linen fabrics, processed and dyed in various colors, have rich colors and delicate touch.
3. Punching process, using special embroidery machine, dense stitching, nine-strand positioning, firmly lock the filling.",Grey/White,40*40cm,,,,CNY,91.19,0
CHE769,CHE769M1WM1-Z2,7.96E+11,,HomeMiYN,Home & Garden > Decor > Chair & Sofa Cushions,http://picture.irobotbox.com/public/1399/ProductImages/1984115/2019/09/03/930e2cde5d4740c881d3b605d71f2204/3f44d178-65cc-4821-8f78-4aac611860b3.jpg,http://picture.irobotbox.com/public/1399/ProductImages/1984115/2019/09/30/e8d75675186a4025acef7342e88cc16d/a7c2cef1-1216-49a4-b2aa-4faff850857a.jpg,,INSTOCK,100,680,en,HomeMiYN Round Cotton Linen Nine Nail Printed Cushion,"Product category: Chair cushion
Style: modern and simple
Filling content: 100%
Height 8cm

Product function: Appropriately improve comfort, soft and comfortable, buffer hip pressure, effectively shape hips

product details:
1. High density filling, high density filling 8cm, thick and full, soft and comfortable, breathable and permeable.
2. Cotton and linen fabrics, processed and dyed in various colors, have rich colors and delicate touch.
3. Punching process, using special embroidery machine, dense stitching, nine-strand positioning, firmly lock the filling.",Green,40*40cm,,,,CNY,91.19,0
CHE769,CHE769M9WM1-Z2,7.96E+11,,HomeMiYN,Home & Garden > Decor > Chair & Sofa Cushions,http://picture.irobotbox.com/public/1399/ProductImages/1984083/2019/09/03/b95bc039e9f849b3b75c396f493caa64/0d77deef-185c-4c05-9b00-ea984ad6dc36.jpg,http://picture.irobotbox.com/public/1399/ProductImages/1984083/2019/09/30/b1f51dee864e45829b55a3ee97eaa037/5316c1fb-aa62-42af-89bc-15e6443e66de.jpg,,INSTOCK,100,680,en,HomeMiYN Round Cotton Linen Nine Nail Printed Cushion,"Product category: Chair cushion
Style: modern and simple
Filling content: 100%
Height 8cm

Product function: Appropriately improve comfort, soft and comfortable, buffer hip pressure, effectively shape hips

product details:
1. High density filling, high density filling 8cm, thick and full, soft and comfortable, breathable and permeable.
2. Cotton and linen fabrics, processed and dyed in various colors, have rich colors and delicate touch.
3. Punching process, using special embroidery machine, dense stitching, nine-strand positioning, firmly lock the filling.",Light Green,40*40cm,,,,CNY,91.19,0
